novak-djokovic/d643,Novak Djokovic,1,16785
andy-murray/mc10,Andy Murray,2,8250
roger-federer/f324,Roger Federer,3,7930
stan-wawrinka/w367,Stan Wawrinka,4,6630
tomas-berdych/ba47,Tomas Berdych,5,5000
kei-nishikori/n552,Kei Nishikori,6,4705
rafael-nadal/n409,Rafael Nadal,7,4330
david-ferrer/f401,David Ferrer,8,4125
milos-raonic/r975,Milos Raonic,9,2770
jo-wilfried-tsonga/t786,Jo-Wilfried Tsonga,10,2635
richard-gasquet/g628,Richard Gasquet,11,2580
kevin-anderson/a678,Kevin Anderson,12,2565
marin-cilic/c977,Marin Cilic,13,2395
john-isner/i186,John Isner,14,2325
gilles-simon/sd32,Gilles Simon,15,2065
feliciano-lopez/l397,Feliciano Lopez,16,1770
david-goffin/gb88,David Goffin,17,1715
bernard-tomic/ta46,Bernard Tomic,18,1675
dominic-thiem/tb69,Dominic Thiem,19,1600
gael-monfils/mc65,Gael Monfils,20,1590
benoit-paire/pd31,Benoit Paire,21,1528
fabio-fognini/f510,Fabio Fognini,22,1515
ivo-karlovic/k336,Ivo Karlovic,23,1485
roberto-bautista%20agut/bd06,Roberto Bautista Agut,24,1465
viktor-troicki/t840,Viktor Troicki,25,1442
guillermo-garcia-lopez/g476,Guillermo Garcia-Lopez,26,1430
andreas-seppi/sa93,Andreas Seppi,27,1405
grigor-dimitrov/d875,Grigor Dimitrov,28,1360
jack-sock/sm25,Jack Sock,29,1360
nick-kyrgios/ke17,Nick Kyrgios,30,1260
jeremy-chardy/ca12,Jeremy Chardy,31,1255
philipp-kohlschreiber/k435,Philipp Kohlschreiber,32,1230
steve-johnson/j386,Steve Johnson,33,1195
leonardo-mayer/md56,Leonardo Mayer,34,1115
gilles-muller/ma30,Gilles Muller,35,1105
alexandr-dolgopolov/d801,Alexandr Dolgopolov,36,1100
pablo-cuevas/c882,Pablo Cuevas,37,1100
jiri-vesely/v708,Jiri Vesely,38,1092
thomaz-bellucci/bd20,Thomaz Bellucci,39,1080
adrian-mannarino/me82,Adrian Mannarino,40,1015
marcos-baghdatis/b837,Marcos Baghdatis,41,1013
tommy-robredo/r419,Tommy Robredo,42,1000
vasek-pospisil/pd07,Vasek Pospisil,43,995
martin-klizan/k966,Martin Klizan,44,990
fernando-verdasco/v306,Fernando Verdasco,45,980
joao-sousa/sh90,Joao Sousa,46,951
borna-coric/cg80,Borna Coric,47,916
aljaz-bedene/bh09,Aljaz Bedene,48,857
donald-young/y124,Donald Young,49,852
sam-querrey/q927,Sam Querrey,50,835
hyeon-chung/ch27,Hyeon Chung,51,830
teymuraz-gabashvili/g681,Teymuraz Gabashvili,52,829
sam-groth/g940,Sam Groth,53,820
federico-delbonis/d874,Federico Delbonis,54,815
juan-monaco/ma21,Juan Monaco,55,810
robin-haase/h756,Robin Haase,56,800
denis-istomin/i165,Denis Istomin,57,800
albert-ramos-vinolas/r772,Albert Ramos-Vinolas,58,798
simone-bolelli/ba98,Simone Bolelli,59,790
jerzy-janowicz/j397,Jerzy Janowicz,60,785
pablo-andujar/a596,Pablo Andujar,61,780
sergiy-stakhovsky/sc77,Sergiy Stakhovsky,62,780
andreas-haider-maurer/h804,Andreas Haider-Maurer,63,775
mikhail-kukushkin/k926,Mikhail Kukushkin,64,762
victor-estrella%20burgos/e224,Victor Estrella Burgos,65,762
santiago-giraldo/g725,Santiago Giraldo,66,751
denis-kudla/kb09,Denis Kudla,67,746
lucas-pouille/pf39,Lucas Pouille,68,745
lukas-rosol/r685,Lukas Rosol,69,737
pablo-carreno%20busta/cd85,Pablo Carreno Busta,70,719
nicolas-mahut/m873,Nicolas Mahut,71,718
paolo-lorenzi/l503,Paolo Lorenzi,72,705
nicolas-almagro/a479,Nicolas Almagro,73,694
john-millman/mh30,John Millman,74,681
ricardas-berankis/be90,Ricardas Berankis,75,678
thanasi-kokkinakis/kd46,Thanasi Kokkinakis,76,664
yen-hsun-lu/l575,Yen-Hsun Lu,77,664
diego-schwartzman/sm37,Diego Schwartzman,78,663
andrey-kuznetsov/kb54,Andrey Kuznetsov,79,663
damir-dzumhur/d923,Damir Dzumhur,80,659
steve-darcis/d632,Steve Darcis,81,656
ernests-gulbis/g858,Ernests Gulbis,82,655
illya-marchenko/me89,Illya Marchenko,83,649
alexander-zverev/z355,Alexander Zverev,84,647
guido-pella/pc11,Guido Pella,85,646
daniel-munoz%20de%20la%20nava/m915,Daniel Munoz de la Nava,86,629
marcel-granollers/g710,Marcel Granollers,87,619
nikoloz-basilashvili/bg23,Nikoloz Basilashvili,88,616
marco-cecchinato/cf01,Marco Cecchinato,89,615
ruben-bemelmans/be54,Ruben Bemelmans,90,592
daniel-gimeno-traver/g676,Daniel Gimeno-Traver,91,590
malek-jaziri/j267,Malek Jaziri,92,588
dusan-lajovic/l987,Dusan Lajovic,93,583
austin-krajicek/ka00,Austin Krajicek,94,576
filip-krajinovic/kb05,Filip Krajinovic,95,574
paul-henri-mathieu/m850,Paul-Henri Mathieu,96,573
marsel-ilhan/k771,Marsel Ilhan,97,572
rajeev-ram/r548,Rajeev Ram,98,559
james-duckworth/d994,James Duckworth,99,557
evgeny-donskoy/d864,Evgeny Donskoy,100,556
