gustavo-kuerten/k293,Gustavo Kuerten,1,4005
lleyton-hewitt/h432,Lleyton Hewitt,2,3615
andre-agassi/a092,Andre Agassi,3,3515
juan%20carlos-ferrero/f316,Juan Carlos Ferrero,4,3005
patrick-rafter/r255,Patrick Rafter,5,2985
yevgeny-kafelnikov/k267,Yevgeny Kafelnikov,6,2845
sebastien-grosjean/g379,Sebastien Grosjean,7,2500
marat-safin/s741,Marat Safin,8,2435
tommy-haas/h355,Tommy Haas,9,2285
tim-henman/h336,Tim Henman,10,2215
pete-sampras/s402,Pete Sampras,11,1940
roger-federer/f324,Roger Federer,12,1745
arnaud-clement/c487,Arnaud Clement,13,1685
goran-ivanisevic/i034,Goran Ivanisevic,14,1671
andy-roddick/r485,Andy Roddick,15,1645
alex-corretja/c344,Alex Corretja,16,1625
guillermo-canas/c433,Guillermo Canas,17,1572
thomas-johansson/j129,Thomas Johansson,18,1540
carlos-moya/m605,Carlos Moya,19,1310
fabrice-santoro/s424,Fabrice Santoro,20,1295
jan-michael-gambill/g352,Jan-Michael Gambill,21,1250
hicham-arazi/a226,Hicham Arazi,22,1240
albert-portas/p305,Albert Portas,23,1220
nicolas-lapentti/l290,Nicolas Lapentti,24,1190
thomas-enqvist/e113,Thomas Enqvist,25,1180
sjeng-schalken/s572,Sjeng Schalken,26,1155
dominik-hrbaty/h377,Dominik Hrbaty,27,1155
nicolas-escude/e140,Nicolas Escude,28,1130
andrei-pavel/p280,Andrei Pavel,29,1105
jiri-novak/n254,Jiri Novak,30,1091
tommy-robredo/r419,Tommy Robredo,31,1080
greg-rusedski/r237,Greg Rusedski,32,1075
andreas-vinciguerra/v250,Andreas Vinciguerra,33,1065
albert-costa/c378,Albert Costa,34,1060
bohdan-ulihrach/u032,Bohdan Ulihrach,35,1055
xavier-malisse/m680,Xavier Malisse,36,1052
max-mirnyi/m595,Max Mirnyi,37,1015
ivan-ljubicic/l360,Ivan Ljubicic,38,997
younes-el%20aynaoui/e121,Younes El Aynaoui,39,973
marcelo-rios/r286,Marcelo Rios,40,965
rainer-schuettler/s636,Rainer Schuettler,41,965
michel-kratochvil/k319,Michel Kratochvil,42,950
guillermo-coria/c524,Guillermo Coria,43,940
alberto-martin/m590,Alberto Martin,44,933
nicolas-kiefer/k316,Nicolas Kiefer,45,920
felix-mantilla/m535,Felix Mantilla,46,850
magnus-norman/n250,Magnus Norman,47,800
gaston-gaudio/g374,Gaston Gaudio,48,760
mark-philippoussis/p338,Mark Philippoussis,49,760
david-nalbandian/n301,David Nalbandian,50,735
julien-boutter/b599,Julien Boutter,51,730
jerome-golmard/g319,Jerome Golmard,52,722
francisco-clavet/c252,Francisco Clavet,53,715
fernando-vicente/v195,Fernando Vicente,54,715
jonas-bjorkman/b446,Jonas Bjorkman,55,710
andrea-gaudenzi/g254,Andrea Gaudenzi,56,701
franco-squillari/s568,Franco Squillari,57,690
galo-blanco/b518,Galo Blanco,58,689
wayne-ferreira/f196,Wayne Ferreira,59,670
mariano-zabaleta/z073,Mariano Zabaleta,60,628
todd-martin/m442,Todd Martin,61,620
mikhail-youzhny/y061,Mikhail Youzhny,62,617
stefan-koubek/k310,Stefan Koubek,63,598
antony-dupuis/d272,Antony Dupuis,64,595
jan-vacek/v220,Jan Vacek,65,592
michal-tabara/t243,Michal Tabara,66,591
albert-montanes/m824,Albert Montanes,67,585
jarkko-nieminen/n289,Jarkko Nieminen,68,578
andrew-ilie/i052,Andrew Ilie,69,570
christophe-rochus/r336,Christophe Rochus,70,565
magnus-gustafsson/g182,Magnus Gustafsson,71,550
fernando-meligeni/m443,Fernando Meligeni,72,532
david-sanchez/s677,David Sanchez,73,531
juan%20ignacio-chela/c514,Juan Ignacio Chela,74,529
james-blake/b676,James Blake,75,528
andrei-stoliarov/s688,Andrei Stoliarov,76,527
harel-levy/l336,Harel Levy,77,523
markus-hipfl/h364,Markus Hipfl,78,520
wayne-arthurs/a202,Wayne Arthurs,79,518
kristian-pless/p491,Kristian Pless,80,515
vladimir-voltchkov/v211,Vladimir Voltchkov,81,515
nikolay-davydenko/d402,Nikolay Davydenko,82,512
nicolas-massu/m655,Nicolas Massu,83,510
jose-acasuso/a389,Jose Acasuso,84,508
michael-chang/c274,Michael Chang,85,505
agustin-calleri/c478,Agustin Calleri,86,500
sargis-sargsian/s545,Sargis Sargsian,87,498
cedric-pioline/p226,Cedric Pioline,88,497
ramon-delgado/d316,Ramon Delgado,89,495
hyung-taik-lee/l311,Hyung-Taik Lee,90,492
lars-burgsmuller/b484,Lars Burgsmuller,91,487
davide-sanguinetti/s480,Davide Sanguinetti,92,484
michael-llodra/l428,Michael Llodra,93,479
michael-russell/r368,Michael Russell,94,473
juan-balcells/b487,Juan Balcells,95,471
jacobo-diaz/d291,Jacobo Diaz,96,468
andre-sa/s604,Andre Sa,97,466
attila-savolt/s608,Attila Savolt,98,461
alex-calatrava/c361,Alex Calatrava,99,455
chris-woodruff/w212,Chris Woodruff,100,455
