rafael-nadal/n409,Rafael Nadal,1,10745
novak-djokovic/d643,Novak Djokovic,2,6905
roger-federer/f324,Roger Federer,3,6885
andy-murray/mc10,Andy Murray,4,5155
robin-soderling/sa49,Robin Soderling,5,4835
nikolay-davydenko/d402,Nikolay Davydenko,6,4740
juan%20martin-del%20potro/d683,Juan Martin del Potro,7,4270
tomas-berdych/ba47,Tomas Berdych,8,3780
andy-roddick/r485,Andy Roddick,9,3490
fernando-verdasco/v306,Fernando Verdasco,10,3475
jo-wilfried-tsonga/t786,Jo-Wilfried Tsonga,11,3455
david-ferrer/f401,David Ferrer,12,3100
marin-cilic/c977,Marin Cilic,13,2800
mikhail-youzhny/y061,Mikhail Youzhny,14,2700
jurgen-melzer/m762,Jurgen Melzer,15,2215
ivan-ljubicic/l360,Ivan Ljubicic,16,2200
gael-monfils/mc65,Gael Monfils,17,2115
nicolas-almagro/a479,Nicolas Almagro,18,2085
john-isner/i186,John Isner,19,1925
sam-querrey/q927,Sam Querrey,20,1910
juan%20carlos-ferrero/f316,Juan Carlos Ferrero,21,1745
thomaz-bellucci/bd20,Thomaz Bellucci,22,1662
fernando-gonzalez/g415,Fernando Gonzalez,23,1620
albert-montanes/m824,Albert Montanes,24,1600
marcos-baghdatis/b837,Marcos Baghdatis,25,1555
feliciano-lopez/l397,Feliciano Lopez,26,1535
stan-wawrinka/w367,Stan Wawrinka,27,1520
ernests-gulbis/g858,Ernests Gulbis,28,1414
radek-stepanek/s694,Radek Stepanek,29,1400
lleyton-hewitt/h432,Lleyton Hewitt,30,1385
juan-monaco/ma21,Juan Monaco,31,1360
julien-benneteau/b747,Julien Benneteau,32,1229
gilles-simon/sd32,Gilles Simon,33,1215
michael-llodra/l428,Michael Llodra,34,1145
philipp-kohlschreiber/k435,Philipp Kohlschreiber,35,1100
tommy-robredo/r419,Tommy Robredo,36,1075
philipp-petzschner/p624,Philipp Petzschner,37,1055
guillermo-garcia-lopez/g476,Guillermo Garcia-Lopez,38,1025
alexandr-dolgopolov/d801,Alexandr Dolgopolov,39,1025
thiemo-de%20bakker/d776,Thiemo de Bakker,40,1010
yen-hsun-lu/l575,Yen-Hsun Lu,41,976
viktor-troicki/t840,Viktor Troicki,42,955
victor-hanescu/h528,Victor Hanescu,43,940
michael-berrer/b678,Michael Berrer,44,932
janko-tipsarevic/t742,Janko Tipsarevic,45,930
richard-gasquet/g628,Richard Gasquet,46,930
horacio-zeballos/z184,Horacio Zeballos,47,927
sergiy-stakhovsky/sc77,Sergiy Stakhovsky,48,925
mardy-fish/f339,Mardy Fish,49,901
eduardo-schwank/se66,Eduardo Schwank,50,875
ivo-karlovic/k336,Ivo Karlovic,51,860
paul-henri-mathieu/m850,Paul-Henri Mathieu,52,855
juan%20ignacio-chela/c514,Juan Ignacio Chela,53,853
florian-mayer/mb02,Florian Mayer,54,852
santiago-giraldo/g725,Santiago Giraldo,55,818
lukasz-kubot/k540,Lukasz Kubot,56,813
xavier-malisse/m680,Xavier Malisse,57,806
leonardo-mayer/md56,Leonardo Mayer,58,802
denis-istomin/i165,Denis Istomin,59,795
jarkko-nieminen/n289,Jarkko Nieminen,60,786
florent-serra/s963,Florent Serra,61,785
pablo-cuevas/c882,Pablo Cuevas,62,770
marco-chiudinelli/c582,Marco Chiudinelli,63,762
alejandro-falla/f444,Alejandro Falla,64,742
olivier-rochus/r397,Olivier Rochus,65,725
benjamin-becker/b896,Benjamin Becker,66,712
illya-marchenko/me89,Illya Marchenko,67,712
daniel-brands/bc72,Daniel Brands,68,703
simon-greul/g511,Simon Greul,69,703
andreas-seppi/sa93,Andreas Seppi,70,700
arnaud-clement/c487,Arnaud Clement,71,700
potito-starace/s843,Potito Starace,72,700
jeremy-chardy/ca12,Jeremy Chardy,73,695
evgeny-korolev/k760,Evgeny Korolev,74,690
robby-ginepri/g569,Robby Ginepri,75,678
lukas-lacko/l797,Lukas Lacko,76,673
daniel-gimeno-traver/g676,Daniel Gimeno-Traver,77,668
stephane-robert/r612,Stephane Robert,78,668
pere-riba/r750,Pere Riba,79,651
andreas-beck/ba86,Andreas Beck,80,650
peter-luczak/l515,Peter Luczak,81,639
andrey-golubev/g806,Andrey Golubev,82,637
igor-andreev/a511,Igor Andreev,83,635
jan-hajek/h571,Jan Hajek,84,632
fred-gil/g717,Fred Gil,85,616
marcel-granollers/g710,Marcel Granollers,86,613
michal-przysiezny/p701,Michal Przysiezny,87,609
rainer-schuettler/s636,Rainer Schuettler,88,602
michael-russell/r368,Michael Russell,89,587
ricardo-mello/m708,Ricardo Mello,90,584
ruben-ramirez%20hidalgo/r383,Ruben Ramirez Hidalgo,91,573
brian-dabul/d556,Brian Dabul,92,570
teymuraz-gabashvili/g681,Teymuraz Gabashvili,93,567
taylor-dent/d362,Taylor Dent,94,566
mikhail-kukushkin/k926,Mikhail Kukushkin,95,559
kevin-anderson/a678,Kevin Anderson,96,558
fabio-fognini/f510,Fabio Fognini,97,545
bjorn-phau/p436,Bjorn Phau,98,539
dustin-brown/ba65,Dustin Brown,99,539
tobias-kamke/k839,Tobias Kamke,100,535
