andre-agassi/a092,Andre Agassi,1,3754
gustavo-kuerten/k293,Gustavo Kuerten,2,3473
magnus-norman/n250,Magnus Norman,3,3180
pete-sampras/s402,Pete Sampras,4,3039
yevgeny-kafelnikov/k267,Yevgeny Kafelnikov,5,2596
marat-safin/s741,Marat Safin,6,2574
thomas-enqvist/e113,Thomas Enqvist,7,2559
alex-corretja/c344,Alex Corretja,8,2324
lleyton-hewitt/h432,Lleyton Hewitt,9,2036
cedric-pioline/p226,Cedric Pioline,10,1884
tim-henman/h336,Tim Henman,11,1750
juan%20carlos-ferrero/f316,Juan Carlos Ferrero,12,1617
franco-squillari/s568,Franco Squillari,13,1605
nicolas-kiefer/k316,Nicolas Kiefer,14,1477
mark-philippoussis/p338,Mark Philippoussis,15,1410
nicolas-lapentti/l290,Nicolas Lapentti,16,1389
nicolas-escude/e140,Nicolas Escude,17,1327
mariano-puerta/p372,Mariano Puerta,18,1318
marcelo-rios/r286,Marcelo Rios,19,1300
wayne-ferreira/f196,Wayne Ferreira,20,1227
patrick-rafter/r255,Patrick Rafter,21,1226
younes-el%20aynaoui/e121,Younes El Aynaoui,22,1212
albert-costa/c378,Albert Costa,23,1132
michael-chang/c274,Michael Chang,24,1129
richard-krajicek/k214,Richard Krajicek,25,1086
gaston-gaudio/g374,Gaston Gaudio,26,1067
jan-michael-gambill/g352,Jan-Michael Gambill,27,1059
greg-rusedski/r237,Greg Rusedski,28,1038
sebastien-grosjean/g379,Sebastien Grosjean,29,1031
marc-rosset/r214,Marc Rosset,30,1013
byron-black/b397,Byron Black,31,1010
fabrice-santoro/s424,Fabrice Santoro,32,993
todd-martin/m442,Todd Martin,33,982
karim-alami/a203,Karim Alami,34,973
arnaud-clement/c487,Arnaud Clement,35,941
dominik-hrbaty/h377,Dominik Hrbaty,36,936
andrei-pavel/p280,Andrei Pavel,37,930
tommy-haas/h355,Tommy Haas,38,913
jiri-novak/n254,Jiri Novak,39,899
roger-federer/f324,Roger Federer,40,892
hicham-arazi/a226,Hicham Arazi,41,889
andreas-vinciguerra/v250,Andreas Vinciguerra,42,868
fernando-vicente/v195,Fernando Vicente,43,863
stefan-koubek/k310,Stefan Koubek,44,859
karol-kucera/k237,Karol Kucera,45,854
francisco-clavet/c252,Francisco Clavet,46,849
andrei-medvedev/m475,Andrei Medvedev,47,837
jerome-golmard/g319,Jerome Golmard,48,813
andrew-ilie/i052,Andrew Ilie,49,811
gianluca-pozzi/p045,Gianluca Pozzi,50,807
slava-dosedel/d198,Slava Dosedel,51,797
magnus-gustafsson/g182,Magnus Gustafsson,52,791
sjeng-schalken/s572,Sjeng Schalken,53,774
jonas-bjorkman/b446,Jonas Bjorkman,54,763
mariano-zabaleta/z073,Mariano Zabaleta,55,736
david-prinosil/p273,David Prinosil,56,724
juan%20ignacio-chela/c514,Juan Ignacio Chela,57,713
max-mirnyi/m595,Max Mirnyi,58,711
carlos-moya/m605,Carlos Moya,59,701
magnus-larsson/l206,Magnus Larsson,60,678
mikael-tillstrom/t166,Mikael Tillstrom,61,663
alberto-martin/m590,Alberto Martin,62,644
arnaud-di%20pasquale/d357,Arnaud Di Pasquale,63,642
nicolas-massu/m655,Nicolas Massu,64,630
chris-woodruff/w212,Chris Woodruff,65,623
vladimir-voltchkov/v211,Vladimir Voltchkov,66,622
martin-damm/d214,Martin Damm,67,622
rainer-schuettler/s636,Rainer Schuettler,68,613
jason-stoltenberg/s331,Jason Stoltenberg,69,612
harel-levy/l336,Harel Levy,70,604
albert-portas/p305,Albert Portas,71,597
sargis-sargsian/s545,Sargis Sargsian,72,574
daniel-vacek/v141,Daniel Vacek,73,573
bohdan-ulihrach/u032,Bohdan Ulihrach,74,563
goran-ivanisevic/i034,Goran Ivanisevic,75,552
agustin-calleri/c478,Agustin Calleri,76,550
george-bastl/b503,George Bastl,77,549
jeff-tarango/t136,Jeff Tarango,78,536
jiri-vanek/v207,Jiri Vanek,79,532
paul-goldstein/g333,Paul Goldstein,80,531
christophe-rochus/r336,Christophe Rochus,81,528
alex-calatrava/c361,Alex Calatrava,82,520
richard-fromberg/f164,Richard Fromberg,83,509
alexander-popp/p395,Alexander Popp,84,503
thomas-johansson/j129,Thomas Johansson,85,499
paradorn-srichaphan/s675,Paradorn Srichaphan,86,495
andre-sa/s604,Andre Sa,87,495
ivan-ljubicic/l360,Ivan Ljubicic,88,484
justin-gimelstob/g354,Justin Gimelstob,89,483
peter-wessels/w254,Peter Wessels,90,467
adrian-voinea/v166,Adrian Voinea,91,466
markus-hantschk/h366,Markus Hantschk,92,449
david-sanchez/s677,David Sanchez,93,430
felix-mantilla/m535,Felix Mantilla,94,429
daniel-elsner/e155,Daniel Elsner,95,428
juan%20antonio-marin/m578,Juan Antonio Marin,96,427
hernan-gumy/g247,Hernan Gumy,97,415
stephane-huet/h284,Stephane Huet,98,410
davide-sanguinetti/s480,Davide Sanguinetti,99,400
julien-boutter/b599,Julien Boutter,100,395
